Date|1 AUD|1 BGN|1 BRL|1 CAD|1 CHF|1 CNY|1 DKK|1 EUR|1 GBP|1 HKD|100 HUF|1000 IDR|1 ILS|100 INR|100 ISK|100 JPY|100 KRW|1 MXN|1 MYR|1 NOK|1 NZD|100 PHP|1 PLN|1 RON|1 SEK|1 SGD|100 THB|100 TRY|1 USD|1 XDR|1 ZAR
02.01.2025|15.145|12.872|3.924|16.912|26.863|3.342|3.375|25.175|30.271|3.137|6.097|1.507|6.684|28.448|17.495|15.539|1.662|1.175|5.448|2.149|13.676|42.131|5.888|5.060|2.204|17.864|71.194|69.079|24.398|31.818|1.307
03.01.2025|15.195|12.861|3.967|16.949|26.870|3.338|3.372|25.155|30.310|3.140|6.064|1.509|6.685|28.479|17.457|15.545|1.661|1.186|5.428|2.147|13.697|42.045|5.889|5.056|2.199|17.824|70.902|69.067|24.427|31.752|1.303
06.01.2025|15.195|12.864|3.954|16.868|26.781|3.299|3.373|25.160|30.267|3.105|6.064|1.490|6.641|28.185|17.388|15.419|1.657|1.187|5.351|2.148|13.706|41.677|5.918|5.058|2.195|17.761|70.203|68.329|24.137|31.342|1.306
07.01.2025|15.189|12.851|3.983|16.899|26.661|3.300|3.370|25.135|30.308|3.109|6.048|1.499|6.666|28.200|17.275|15.341|1.667|1.189|5.387|2.142|13.726|41.616|5.902|5.053|2.192|17.762|70.132|68.386|24.176|31.393|1.301
08.01.2025|15.135|12.852|3.983|16.972|26.791|3.332|3.369|25.135|30.144|3.140|6.044|1.508|6.652|28.441|17.323|15.425|1.671|1.195|5.426|2.141|13.672|41.735|5.880|5.053|2.182|17.828|70.394|69.043|24.429|31.853|1.293
09.01.2025|15.103|12.841|3.987|16.935|26.734|3.323|3.366|25.115|29.979|3.131|6.066|1.504|6.661|28.382|17.333|15.447|1.670|1.191|5.412|2.135|13.638|41.657|5.881|5.050|2.185|17.806|70.448|68.947|24.368|31.617|1.292
10.01.2025|15.062|12.828|4.003|16.892|26.651|3.320|3.363|25.090|29.977|3.127|6.066|1.504|6.613|28.303|17.268|15.406|1.660|1.186|5.414|2.134|13.597|41.637|5.881|5.044|2.181|17.801|70.450|68.747|24.343|31.584|1.279
13.01.2025|15.211|12.900|4.058|17.159|26.995|3.374|3.382|25.230|29.982|3.177|6.095|1.520|6.737|28.532|17.460|15.742|1.685|1.189|5.485|2.155|13.739|42.145|5.905|5.073|2.193|18.002|71.107|69.678|24.735|32.090|1.293
14.01.2025|15.233|12.933|4.056|17.149|26.915|3.365|3.390|25.295|30.012|3.169|6.140|1.517|6.798|28.499|17.457|15.637|1.689|1.197|5.477|2.158|13.800|41.995|5.926|5.085|2.197|18.013|70.967|69.559|24.672|31.878|1.302
15.01.2025|15.176|12.892|4.039|17.059|26.843|3.340|3.380|25.215|29.923|3.145|6.140|1.500|6.753|28.336|17.426|15.592|1.678|1.196|5.443|2.154|13.719|41.790|5.917|5.068|2.193|17.899|70.521|68.998|24.487|31.710|1.298
16.01.2025|15.222|12.900|4.071|17.075|26.906|3.350|3.382|25.230|29.951|3.153|6.119|1.501|6.777|28.363|17.364|15.726|1.683|1.192|5.454|2.157|13.722|41.927|5.910|5.071|2.197|17.943|70.916|69.281|24.558|31.870|1.301
17.01.2025|15.183|12.920|4.039|17.008|26.912|3.349|3.387|25.270|29.912|3.152|6.121|1.500|6.837|28.334|17.416|15.776|1.683|1.179|5.447|2.148|13.708|41.888|5.934|5.078|2.197|17.946|71.195|69.003|24.542|31.844|1.307
20.01.2025|15.161|12.886|4.021|16.890|26.722|3.341|3.378|25.205|29.795|3.138|6.101|1.493|6.813|28.228|17.323|15.617|1.683|1.171|5.437|2.142|13.695|41.766|5.922|5.064|2.193|17.904|71.310|68.640|24.427|31.703|1.303
21.01.2025|15.126|12.872|4.018|16.825|26.709|3.337|3.374|25.175|29.768|3.121|6.120|1.488|6.786|28.063|17.255|15.611|1.686|1.171|5.430|2.130|13.676|41.518|5.920|5.058|2.194|17.881|71.339|68.208|24.301|31.540|1.306
22.01.2025|15.144|12.856|4.008|16.793|26.612|3.313|3.370|25.145|29.771|3.092|6.118|1.478|6.805|27.872|17.164|15.448|1.680|1.171|5.427|2.139|13.675|41.230|5.945|5.053|2.192|17.801|71.142|67.526|24.075|31.326|1.303
23.01.2025|15.149|12.852|4.061|16.781|26.613|3.317|3.370|25.140|29.766|3.103|6.134|1.485|6.773|27.965|17.231|15.464|1.682|1.181|5.440|2.144|13.678|41.188|5.969|5.052|2.192|17.819|71.020|67.795|24.174|31.579|1.301
24.01.2025|15.118|12.829|4.062|16.717|26.432|3.306|3.363|25.095|29.730|3.076|6.137|1.481|6.675|27.771|17.153|15.313|1.671|1.186|5.473|2.136|13.667|41.033|5.956|5.043|2.191|17.759|71.146|67.126|23.958|31.223|1.304
27.01.2025|15.032|12.836|4.033|16.636|26.558|3.291|3.364|25.105|29.855|3.064|6.140|1.475|6.601|27.645|17.160|15.469|1.666|1.163|5.449|2.126|13.595|40.915|5.950|5.046|2.184|17.766|70.930|66.770|23.860|31.212|1.278
28.01.2025|15.023|12.828|4.075|16.707|26.571|3.319|3.362|25.090|29.913|3.089|6.150|1.488|6.651|27.809|17.173|15.489|1.665|1.166|5.479|2.130|13.603|41.185|5.963|5.043|2.186|17.806|71.043|67.297|24.068|31.557|1.287
29.01.2025|15.038|12.844|4.136|16.736|26.640|3.334|3.366|25.120|30.000|3.103|6.155|1.495|6.716|27.924|17.241|15.558|1.670|1.180|5.503|2.133|13.637|41.394|5.962|5.049|2.193|17.879|71.553|67.571|24.175|31.571|1.295
30.01.2025|15.032|12.844|4.087|16.743|26.602|3.329|3.367|25.120|30.022|3.098|6.167|1.485|6.739|27.872|17.194|15.666|1.674|1.176|5.495|2.134|13.639|41.366|5.972|5.048|2.189|17.875|71.642|67.463|24.140|31.507|1.303
31.01.2025|15.067|12.868|4.145|16.738|26.626|3.339|3.373|25.170|30.095|3.107|6.168|1.485|6.765|27.961|17.157|15.635|1.670|1.171|5.435|2.145|13.684|41.478|5.974|5.057|2.194|17.859|72.046|67.529|24.214|31.607|1.299
03.02.2025|15.147|12.907|4.190|16.766|26.867|3.387|3.383|25.245|30.370|3.151|6.181|1.494|6.821|28.206|17.291|15.886|1.678|1.175|5.488|2.155|13.707|41.934|5.975|5.072|2.199|18.002|72.318|68.242|24.557|32.019|1.305
04.02.2025|15.131|12.869|4.183|16.893|26.789|3.358|3.374|25.170|30.241|3.127|6.183|1.490|6.811|27.961|17.146|15.682|1.673|1.190|5.479|2.147|13.659|41.795|5.967|5.057|2.204|17.957|72.024|67.730|24.349|31.597|1.297
05.02.2025|15.157|12.857|4.166|16.898|26.750|3.318|3.369|25.135|30.242|3.098|6.191|1.482|6.794|27.613|17.099|15.782|1.668|1.171|5.456|2.153|13.716|41.616|5.984|5.051|2.212|17.886|71.894|67.181|24.129|31.404|1.299
06.02.2025|15.195|12.851|4.179|16.911|26.791|3.328|3.369|25.135|30.029|3.116|6.187|1.486|6.815|27.688|17.145|15.919|1.672|1.176|5.470|2.156|13.726|41.748|5.975|5.051|2.220|17.923|71.736|67.587|24.259|31.726|1.304
07.02.2025|15.193|12.836|4.192|16.879|26.653|3.320|3.365|25.105|30.119|3.106|6.190|1.487|6.807|27.644|17.125|15.915|1.672|1.179|5.449|2.159|13.728|41.708|5.979|5.044|2.224|17.907|71.878|67.243|24.193|31.560|1.313
10.02.2025|15.241|12.816|4.206|16.932|26.673|3.324|3.361|25.065|30.093|3.117|6.209|1.486|6.810|27.760|17.098|15.978|1.674|1.180|5.432|2.165|13.729|41.756|6.003|5.036|2.223|17.937|71.640|67.456|24.282|31.713|1.320
11.02.2025|15.277|12.837|4.190|16.980|26.632|3.329|3.366|25.105|30.134|3.121|6.216|1.485|6.772|28.038|17.125|15.965|1.673|1.179|5.441|2.169|13.736|41.814|6.009|5.045|2.231|17.941|71.303|67.466|24.323|31.693|1.315
12.02.2025|15.180|12.821|4.194|16.902|26.515|3.309|3.362|25.075|30.089|3.105|6.225|1.478|6.728|27.830|17.128|15.750|1.665|1.177|5.407|2.150|13.640|41.593|6.009|5.038|2.220|17.871|70.876|66.992|24.181|31.500|1.310
13.02.2025|15.103|12.810|4.165|16.883|26.569|3.305|3.359|25.055|30.070|3.096|6.235|1.474|6.747|27.719|17.067|15.677|1.662|1.168|5.412|2.139|13.583|41.529|6.011|5.034|2.222|17.852|71.141|66.780|24.111|31.455|1.302
14.02.2025|15.167|12.808|4.165|16.863|26.531|3.290|3.358|25.050|30.106|3.071|6.220|1.470|6.709|27.585|17.006|15.645|1.660|1.176|5.390|2.151|13.649|41.412|6.018|5.033|2.228|17.828|71.061|66.019|23.906|31.217|1.302
17.02.2025|15.233|12.813|4.196|16.863|26.553|3.295|3.359|25.060|30.144|3.076|6.237|1.476|6.732|27.550|17.059|15.798|1.658|1.174|5.397|2.151|13.723|41.251|6.023|5.035|2.235|17.841|70.943|66.040|23.930|31.360|1.298
18.02.2025|15.234|12.831|4.210|16.899|26.623|3.299|3.365|25.095|30.237|3.088|6.247|1.476|6.750|27.618|17.106|15.827|1.665|1.184|5.402|2.152|13.676|41.225|6.023|5.042|2.239|17.873|71.233|66.267|24.016|31.471|1.303
19.02.2025|15.286|12.836|4.202|16.940|26.610|3.304|3.365|25.100|30.305|3.094|6.243|1.473|6.794|27.702|17.157|15.850|1.669|1.184|5.418|2.158|13.751|41.400|6.015|5.042|2.238|17.922|71.399|66.297|24.065|31.542|1.297
20.02.2025|15.311|12.821|4.212|16.897|26.607|3.309|3.362|25.075|30.276|3.087|6.236|1.470|6.778|27.723|17.210|16.014|1.671|1.179|5.419|2.159|13.758|41.464|6.027|5.037|2.245|17.954|71.439|66.113|24.008|31.423|1.303
21.02.2025|15.299|12.826|4.196|16.886|26.635|3.304|3.363|25.085|30.307|3.085|6.201|1.470|6.741|27.673|17.217|15.934|1.672|1.179|5.425|2.157|13.791|41.369|6.018|5.039|2.250|17.925|71.303|65.839|23.972|31.431|1.304
24.02.2025|15.246|12.814|4.183|16.836|26.615|3.302|3.359|25.060|30.245|3.079|6.241|1.471|6.709|27.601|17.271|15.976|1.676|1.172|5.427|2.154|13.756|41.348|6.048|5.035|2.247|17.894|71.451|65.758|23.934|31.421|1.305
25.02.2025|15.074|12.751|4.099|16.655|26.573|3.273|3.343|24.940|30.078|3.056|6.218|1.454|6.639|27.253|17.117|15.862|1.657|1.160|5.372|2.138|13.598|40.999|6.025|5.011|2.238|17.753|70.484|65.160|23.758|31.197|1.293
26.02.2025|15.009|12.754|4.135|16.568|26.557|3.277|3.345|24.945|30.097|3.060|6.233|1.453|6.661|27.309|17.168|15.917|1.659|1.162|5.370|2.134|13.544|41.069|6.020|5.011|2.239|17.770|70.476|65.271|23.784|31.245|1.294
27.02.2025|15.016|12.774|4.105|16.605|26.565|3.282|3.350|24.985|30.232|3.068|6.257|1.450|6.721|27.365|17.172|15.951|1.653|1.169|5.366|2.136|13.557|41.213|6.047|5.021|2.239|17.784|70.341|65.464|23.849|31.333|1.295
28.02.2025|14.947|12.795|4.126|16.664|26.636|3.302|3.355|25.025|30.299|3.090|6.265|1.450|6.683|27.505|17.176|15.951|1.646|1.178|5.386|2.135|13.470|41.459|6.029|5.028|2.237|17.828|70.345|65.816|24.034|31.560|1.303
03.03.2025|14.936|12.772|4.076|16.625|26.632|3.291|3.365|25.100|30.408|3.084|6.268|1.455|6.673|27.480|17.227|15.860|1.644|1.171|5.371|2.146|13.449|41.534|6.019|5.042|2.251|17.796|70.351|65.810|23.986|31.397|1.287
04.03.2025|14.798|12.805|4.033|16.453|26.715|3.271|3.358|25.045|30.241|3.053|6.277|1.443|6.563|27.232|17.119|15.997|1.630|1.141|5.313|2.120|13.376|41.210|6.019|5.032|2.255|17.699|70.372|65.108|23.733|31.112|1.280
05.03.2025|14.715|12.814|3.983|16.277|26.341|3.227|3.363|25.085|30.020|3.016|6.290|1.437|6.464|26.928|17.123|15.662|1.616|1.140|5.292|2.124|13.310|40.833|6.037|5.041|2.278|17.526|69.661|64.322|23.440|30.878|1.269
06.03.2025|14.702|12.805|4.031|16.142|26.169|3.199|3.358|25.045|29.872|2.982|6.252|1.420|6.414|26.623|17.049|15.719|1.601|1.137|5.236|2.136|13.312|40.416|6.001|5.033|2.283|17.401|68.788|63.650|23.183|30.658|1.268
07.03.2025|14.496|12.786|3.994|16.074|26.160|3.184|3.352|25.005|29.748|2.965|6.264|1.414|6.358|26.483|16.976|15.595|1.592|1.135|5.218|2.126|13.158|40.260|5.983|5.025|2.279|17.314|68.487|63.191|23.038|30.609|1.267
10.03.2025|14.545|12.754|3.967|15.954|26.224|3.169|3.345|24.945|29.763|2.960|6.250|1.407|6.328|26.333|16.981|15.647|1.580|1.139|5.198|2.137|13.195|40.065|5.950|5.012|2.275|17.283|68.083|62.898|22.992|30.607|1.261
11.03.2025|14.387|12.764|3.921|15.870|25.988|3.163|3.347|24.965|29.578|2.944|6.212|1.394|6.269|26.236|16.995|15.454|1.573|1.124|5.183|2.144|13.050|39.925|5.944|5.015|2.272|17.175|67.713|62.515|22.874|30.448|1.253
12.03.2025|14.455|12.787|3.934|15.930|25.995|3.170|3.353|25.010|29.727|2.955|6.258|1.396|6.313|26.330|17.072|15.411|1.581|1.135|5.182|2.153|13.117|40.038|5.960|5.025|2.278|17.206|67.816|62.713|22.959|30.611|1.246
13.03.2025|14.539|12.831|3.979|16.109|26.208|3.199|3.364|25.095|29.960|2.983|6.268|1.412|6.336|26.631|17.177|15.630|1.591|1.150|5.224|2.164|13.177|40.344|5.978|5.042|2.266|17.335|68.478|63.333|23.185|30.891|1.258
14.03.2025|14.510|12.790|3.986|15.941|25.940|3.173|3.353|25.015|29.709|2.954|6.263|1.404|6.248|26.418|17.145|15.445|1.580|1.149|5.164|2.152|13.175|40.091|5.998|5.026|2.262|17.202|68.217|62.609|22.963|30.565|1.265
17.03.2025|14.588|12.802|4.018|16.022|26.047|3.176|3.356|25.040|29.802|2.956|6.271|1.401|6.298|26.466|17.139|15.430|1.586|1.154|5.167|2.172|13.304|40.081|5.983|5.030|2.272|17.243|68.315|62.644|22.968|30.605|1.266
18.03.2025|14.602|12.800|4.033|16.053|26.085|3.174|3.356|25.035|29.734|2.952|6.301|1.396|6.279|26.493|17.159|15.311|1.578|1.142|5.160|2.171|13.336|40.042|5.994|5.030|2.275|17.221|68.318|62.570|22.935|30.577|1.270
19.03.2025|14.524|12.782|4.038|16.019|26.086|3.173|3.352|25.000|29.731|2.952|6.277|1.388|6.248|26.576|17.182|15.310|1.572|1.151|5.171|2.173|13.274|40.107|5.969|5.023|2.273|17.205|68.199|60.394|22.939|30.577|1.266
20.03.2025|14.507|12.788|4.081|16.041|26.144|3.186|3.353|25.010|29.891|2.970|6.258|1.401|6.278|26.729|17.332|15.534|1.571|1.141|5.215|2.174|13.236|40.305|5.953|5.025|2.267|17.273|68.277|60.742|23.082|30.759|1.269
21.03.2025|14.481|12.773|4.032|16.057|26.166|3.182|3.349|24.980|29.815|2.967|6.261|1.398|6.211|26.808|17.311|15.507|1.575|1.138|5.216|2.190|13.268|40.269|5.950|5.019|2.283|17.279|68.130|60.681|23.061|30.690|1.268
24.03.2025|14.500|12.762|4.006|16.085|26.161|3.180|3.346|24.960|29.832|2.967|6.271|1.393|6.241|26.958|17.249|15.402|1.572|1.144|5.203|2.194|13.206|40.222|5.977|5.016|2.276|17.242|68.093|60.705|23.068|30.690|1.273
25.03.2025|14.537|12.724|4.009|16.098|26.094|3.168|3.336|24.885|29.784|2.957|6.249|1.385|6.278|26.829|17.269|15.335|1.568|1.149|5.182|2.200|13.215|39.960|5.977|5.001|2.304|17.213|67.941|60.556|22.988|30.551|1.265
26.03.2025|14.602|12.745|4.040|16.206|26.159|3.182|3.342|24.930|29.828|2.973|6.221|1.394|6.301|26.995|17.397|15.376|1.578|1.152|5.219|2.194|13.300|40.063|5.967|5.010|2.302|17.271|68.020|60.817|23.117|30.701|1.266
27.03.2025|14.605|12.774|4.019|16.195|26.235|3.189|3.349|24.985|29.980|2.980|6.234|1.399|6.308|27.024|17.558|15.361|1.581|1.140|5.228|2.203|13.299|40.372|5.953|5.019|2.308|17.289|68.390|60.957|23.170|30.734|1.267
28.03.2025|14.583|12.760|4.006|16.170|26.199|3.183|3.344|24.955|29.950|2.973|6.190|1.397|6.267|27.040|17.512|15.338|1.575|1.136|5.212|2.209|13.247|40.306|5.972|5.013|2.307|17.236|68.066|60.845|23.127|30.669|1.273
31.03.2025|14.411|12.764|3.997|16.070|26.185|3.182|3.346|24.965|29.890|2.967|6.208|1.394|6.194|27.013|17.495|15.445|1.565|1.132|5.201|2.188|13.111|40.306|5.968|5.016|2.301|17.191|68.018|60.823|23.079|30.595|1.256
01.04.2025|14.477|12.766|4.055|16.081|26.234|3.184|3.346|24.970|29.852|2.975|6.202|1.398|6.247|27.031|17.376|15.508|1.572|1.129|5.216|2.207|13.148|40.402|5.966|5.016|2.310|17.231|67.784|61.023|23.146|30.754|1.262
02.04.2025|14.562|12.762|4.076|16.127|26.147|3.179|3.345|24.955|29.910|2.969|6.223|1.395|6.244|27.025|17.366|15.477|1.580|1.135|5.188|2.212|13.264|40.389|5.972|5.014|2.315|17.208|67.616|60.946|23.106|30.668|1.241
03.04.2025|14.326|12.775|4.017|15.985|26.200|3.088|3.347|24.975|29.687|2.897|6.219|1.361|6.111|26.417|17.260|15.409|1.547|1.125|5.073|2.186|13.124|39.507|5.950|5.017|2.327|16.889|65.693|59.401|22.535|29.910|1.193
04.04.2025|13.890|12.857|3.962|16.033|26.746|3.126|3.370|25.145|29.609|2.929|6.197|1.375|6.101|26.648|17.377|15.662|1.571|1.115|5.130|2.151|12.815|39.757|5.897|5.052|2.292|16.996|66.550|59.950|22.762|30.494|1.191
07.04.2025|13.876|12.883|3.909|16.109|26.890|3.147|3.376|25.195|29.466|2.961|6.178|1.389|6.072|26.815|17.364|15.701|1.570|1.111|5.134|2.110|12.835|40.073|5.869|5.062|2.278|17.077|66.574|60.512|23.002|30.803|1.186
08.04.2025|13.899|12.849|3.909|16.191|26.893|3.127|3.367|25.130|29.336|2.954|6.175|1.361|6.107|26.627|17.319|15.640|1.554|1.117|5.110|2.102|12.864|40.042|5.887|5.049|2.289|17.017|66.089|60.374|22.948|30.603|1.186
09.04.2025|13.684|12.868|3.760|16.056|27.132|3.099|3.370|25.170|29.107|2.937|6.155|1.351|5.979|26.286|17.347|15.771|1.542|1.087|5.066|2.076|12.664|39.646|5.863|5.056|2.274|16.905|65.995|59.922|22.776|30.308|1.154
10.04.2025|14.019|12.836|3.870|16.080|26.990|3.092|3.363|25.105|29.250|2.917|6.172|1.347|5.992|26.267|17.350|15.556|1.556|1.108|5.066|2.094|12.915|39.458|5.899|5.043|2.279|16.945|66.430|59.725|22.635|30.237|1.165
11.04.2025|13.822|12.865|3.800|15.990|27.194|3.036|3.369|25.160|29.052|2.858|6.157|1.320|5.957|25.741|17.316|15.533|1.547|1.088|5.011|2.080|12.855|38.837|5.855|5.054|2.265|16.780|66.069|58.230|22.162|29.680|1.151
14.04.2025|13.924|12.834|3.781|15.904|26.904|3.019|3.361|25.100|29.067|2.846|6.119|1.316|5.989|25.668|17.346|15.402|1.552|1.093|4.999|2.089|12.924|38.711|5.856|5.042|2.281|16.770|65.731|58.000|22.072|29.845|1.165
15.04.2025|14.081|12.818|3.786|15.941|27.128|3.024|3.358|25.070|29.284|2.851|6.147|1.315|5.993|25.796|17.230|15.483|1.550|1.104|5.012|2.093|13.113|39.010|5.849|5.036|2.265|16.800|65.873|58.117|22.114|29.960|1.170
16.04.2025|14.034|12.787|3.750|15.818|27.029|3.016|3.349|25.010|29.223|2.839|6.130|1.309|5.978|25.722|17.213|15.450|1.554|1.101|4.995|2.072|13.021|38.835|5.825|5.024|2.241|16.760|66.332|57.787|22.030|29.818|1.168
17.04.2025|14.015|12.786|3.744|15.856|26.934|3.018|3.349|25.010|29.138|2.837|6.136|1.309|5.974|25.792|17.236|15.447|1.555|1.105|4.997|2.089|13.088|38.856|5.853|5.025|2.265|16.784|66.187|57.936|22.024|29.836|1.169
22.04.2025|13.975|12.825|3.769|15.777|26.924|2.988|3.359|25.080|29.202|2.816|6.125|1.296|5.875|25.645|17.308|15.569|1.534|1.110|4.975|2.109|13.100|38.595|5.860|5.038|2.297|16.704|65.763|57.106|21.849|29.808|1.173
23.04.2025|14.047|12.785|3.849|15.843|26.654|3.007|3.349|25.005|29.147|2.825|6.113|1.299|5.979|25.667|17.257|15.467|1.541|1.120|4.991|2.104|13.125|38.750|5.827|5.024|2.285|16.720|65.698|57.238|21.916|29.844|1.178
24.04.2025|14.016|12.768|3.865|15.844|26.589|3.013|3.345|24.970|29.218|2.831|6.130|1.302|6.024|25.734|17.233|15.404|1.531|1.121|5.023|2.111|13.130|38.908|5.842|5.017|2.287|16.739|65.677|57.330|21.964|29.813|1.174
25.04.2025|14.008|12.746|3.863|15.825|26.467|3.012|3.339|24.930|29.233|2.830|6.135|1.304|6.068|25.698|17.205|15.315|1.525|1.118|5.018|2.105|13.081|39.004|5.842|5.008|2.267|16.699|65.407|57.137|21.950|29.770|1.167
28.04.2025|14.063|12.764|3.861|15.855|26.510|3.011|3.345|24.965|29.322|2.833|6.168|1.304|6.052|25.845|17.158|15.334|1.522|1.126|5.037|2.107|13.079|38.994|5.837|5.015|2.271|16.730|65.467|57.162|21.975|29.776|1.179
29.04.2025|14.038|12.742|3.876|15.831|26.538|3.012|3.339|24.920|29.328|2.824|6.167|1.307|6.050|25.732|17.057|15.358|1.527|1.118|5.063|2.112|13.046|39.051|5.835|5.006|2.273|16.732|65.512|56.997|21.909|29.677|1.181
30.04.2025|14.001|12.747|3.904|15.843|26.559|3.015|3.340|24.930|29.266|2.824|6.168|1.320|6.033|25.910|17.087|15.329|1.540|1.121|5.076|2.112|12.966|39.210|5.834|5.007|2.272|16.772|65.535|56.938|21.905|29.727|1.179
02.05.2025|14.144|12.742|3.883|15.904|26.675|3.023|3.340|24.920|29.216|2.836|6.166|1.337|6.097|26.072|17.033|15.204|1.572|1.118|5.158|2.120|13.062|39.571|5.829|5.006|2.278|16.967|66.535|56.994|21.981|29.763|1.196
05.05.2025|14.236|12.734|3.895|15.906|26.674|3.020|3.338|24.905|29.243|2.833|6.158|1.336|6.072|26.046|16.977|15.263|1.599|1.121|5.227|2.113|13.141|39.451|5.828|5.002|2.279|17.034|66.731|56.904|21.955|29.728|1.200
06.05.2025|14.239|12.760|3.860|15.958|26.711|3.053|3.345|24.960|29.469|2.843|6.163|1.339|6.091|26.108|17.014|15.427|1.595|1.117|5.205|2.133|13.184|39.580|5.841|4.905|2.294|17.090|67.493|57.070|22.031|29.875|1.206
07.05.2025|14.203|12.747|3.844|15.905|26.652|3.037|3.341|24.930|29.291|2.828|6.172|1.327|6.116|25.894|17.040|15.306|1.578|1.117|5.176|2.135|13.134|39.633|5.827|4.879|2.286|16.991|67.095|56.780|21.942|29.750|1.200
09.05.2025|14.195|12.754|3.913|15.930|26.670|3.061|3.344|24.945|29.425|2.850|6.158|1.342|6.248|25.959|16.981|15.267|1.583|1.135|5.158|2.137|13.067|39.956|5.885|4.873|2.285|17.081|67.151|57.195|22.162|29.967|1.216
12.05.2025|14.373|12.772|3.949|16.080|26.686|3.123|3.349|24.980|29.640|2.887|6.150|1.362|6.344|26.507|17.051|15.180|1.585|1.150|5.235|2.155|13.217|40.365|5.883|4.895|2.296|17.212|67.205|58.018|22.495|30.372|1.227
13.05.2025|14.392|12.755|3.965|16.039|26.660|3.118|3.344|24.945|29.675|2.880|6.159|1.359|6.272|26.310|17.004|15.151|1.576|1.146|5.194|2.156|13.234|40.215|5.867|4.888|2.304|17.206|67.506|57.898|22.451|30.127|1.219
14.05.2025|14.371|12.744|3.966|15.945|26.542|3.086|3.342|24.925|29.613|2.848|6.170|1.343|6.262|26.032|17.178|15.198|1.589|1.148|5.182|2.154|13.211|39.797|5.877|4.882|2.298|17.117|66.756|57.374|22.231|29.868|1.216
15.05.2025|14.281|12.745|3.960|15.932|26.599|3.090|3.341|24.925|29.589|2.854|6.179|1.349|6.292|26.061|17.225|15.266|1.594|1.152|5.202|2.140|13.095|39.913|5.876|4.882|2.287|17.155|66.869|57.580|22.279|30.093|1.233
16.05.2025|14.280|12.746|3.913|15.941|26.581|3.091|3.342|24.930|29.587|2.850|6.184|1.355|6.267|26.020|17.087|15.291|1.594|1.142|5.185|2.143|13.128|39.980|5.855|4.884|2.280|17.147|66.716|57.357|22.274|30.046|1.231
19.05.2025|14.249|12.733|3.898|15.853|26.520|3.065|3.338|24.905|29.574|2.827|6.190|1.346|6.219|25.875|17.070|15.254|1.590|1.137|5.152|2.148|13.068|39.692|5.834|4.940|2.284|17.079|66.849|56.913|22.108|29.830|1.225
20.05.2025|14.205|12.769|3.927|15.892|26.601|3.072|3.341|24.920|29.603|2.834|6.188|1.351|6.275|25.914|17.080|15.329|1.590|1.150|5.158|2.149|13.086|39.770|5.866|4.911|2.289|17.108|67.065|57.080|22.175|30.012|1.233
21.05.2025|14.163|12.716|3.879|15.825|26.593|3.050|3.334|24.870|29.458|2.805|6.187|1.340|6.180|25.672|17.199|15.283|1.598|1.138|5.145|2.166|13.048|39.481|5.863|4.905|2.292|17.031|66.991|56.584|21.967|29.696|1.229
22.05.2025|14.159|12.751|3.891|15.899|26.704|3.060|3.343|24.940|29.596|2.817|6.179|1.350|6.131|25.645|17.248|15.385|1.596|1.135|5.157|2.165|13.022|39.606|5.873|4.931|2.298|17.078|67.185|56.653|22.044|29.907|1.223
23.05.2025|14.178|12.737|3.851|15.929|26.752|3.066|3.339|24.910|29.702|2.813|6.172|1.358|6.082|25.782|17.179|15.437|1.600|1.138|5.206|2.162|13.095|39.780|5.846|4.931|2.299|17.109|67.682|56.437|22.028|29.844|1.225
26.05.2025|14.222|12.663|3.870|15.934|26.572|3.041|3.334|24.865|29.634|2.789|6.161|1.346|6.121|25.682|17.196|15.292|1.596|1.139|5.180|2.165|13.141|39.424|5.859|4.911|2.295|17.022|67.082|56.122|21.855|29.688|1.224
27.05.2025|14.134|12.733|3.872|15.924|26.539|3.048|3.339|24.905|29.719|2.798|6.160|1.348|6.196|25.680|17.271|15.217|1.596|1.140|5.174|2.164|13.055|39.494|5.864|4.921|2.289|17.034|66.887|56.275|21.933|29.795|1.225
28.05.2025|14.174|12.743|3.896|15.930|26.635|3.062|3.341|24.920|29.680|2.811|6.185|1.352|6.226|25.797|17.306|15.251|1.603|1.142|5.214|2.168|13.137|39.696|5.876|4.933|2.292|17.087|67.465|56.385|22.030|29.912|1.230
29.05.2025|14.227|12.742|3.886|15.980|26.681|3.071|3.341|24.920|29.749|2.817|6.163|1.355|6.293|25.831|17.282|15.244|1.606|1.138|5.202|2.169|13.184|39.623|5.884|4.925|2.293|17.124|67.559|56.443|22.078|29.953|1.237
30.05.2025|14.104|12.747|3.865|15.910|26.702|3.054|3.342|24.930|29.623|2.801|6.177|1.348|6.258|25.668|17.288|15.305|1.592|1.139|5.161|2.159|13.098|39.399|5.864|4.925|2.293|17.024|66.945|55.979|21.967|29.758|1.227
02.06.2025|14.149|12.736|3.835|15.927|26.684|3.032|3.339|24.910|29.540|2.782|6.185|1.343|6.173|25.556|17.251|15.285|1.585|1.132|5.127|2.165|13.130|39.214|5.851|4.927|2.295|16.964|67.053|55.692|21.825|29.610|1.216
03.06.2025|14.114|12.728|3.854|15.917|26.604|3.043|3.337|24.895|29.513|2.788|6.168|1.343|6.201|25.544|17.216|15.272|1.589|1.137|5.152|2.159|13.106|39.280|5.817|4.921|2.278|16.970|67.086|55.883|21.872|29.765|1.221
